"area","transect","tree","common_name","scientific_name","family_name","WSD_09","DBH_09","BA_09","AGB_09","area_sampled_09","BA_AS_09","AGB_AS_09","type_09","canopy_09","light_09","dead_09","class_09","X_09","Y_09","Hcom_09","Htot_09","RN_09","RS_09","RE_09","RW_09","WSD_11","DBH_11","BA_11","AGB_11","area_sampled_11","BA_AS_11","AGB_AS_11","type_11","canopy_11","light_11","dead_11","class_11","X_11","Y_11","Hcom_11","Htot_11","RN_11","RS_11","RE_11","RW_11","VOL","total.area","transect.area"
"DUC_A01","T01","1001","Urucurana","Sloanea guianensis","Elaeocarpaceae",0.82,27.1,0.057680427,0.607845115,0.271,0.212842902,2.242970903,"O","C",NA,"A",NA,0.5,4,8.66,19.83,5.05,4.94,5.1,6.1,0.82,27.4,0.058964553,"0.518597906",0.274,0.215199097,"1.892693086","O","S",3,"A",NA,0.5,4,8.03,16.55,5.4,5.2,5.6,5.2,0.701716003938788,50,1000
"DUC_A01","T01","1002","Envira Quiabo","Sterculia pruriens","Malvaceae",0.49,9.9,0.007697687,0.035102552,0.099,0.077754418,0.354571232,"O","S",NA,"A",NA,0.5,27,9.6,14.36,1.2,1.9,1.7,2.72,0.49,10.7,0.008992024,"0.042661097",0.107,0.084037603,"0.398701838","O","S",2,"A",NA,0.5,27,9.25,14.94,1.7,1.9,1.7,1.6,0.0897422733804556,50,1000
"DUC_A01","T01","1003","Abiu Cutite","Pouteria macrophilla","Sapotaceae",0.74,12,0.011309734,0.105928845,0.12,0.09424778,0.882740376,"O","C",NA,"A",NA,0.5,28,14.16,19.53,1.01,2.25,1.06,1.4,0.74,12.3,0.011882289,"0.111975312",0.123,0.096603974,"0.910368387","O","S",2,"A",NA,0.5,28,17.23,19.65,1.8,2.2,1.7,2.6,0.121721425104987,50,1000
"DUC_A01","T01","1004","Mandioqueira","Qualea paraensis","Vochysiaceae",0.69,42.7,0.143200862,1.642517452,0.427,0.335365016,3.846645086,"O","E",NA,"A",NA,2.8,29.5,17.27,25.65,10.16,7.3,5.3,8.56,0.69,43.5,0.148616967,"2.127975946",0.435,0.341648201,"4.891898727","O","D",1,"A",NA,2.8,29.5,19.87,32.02,10.5,6.7,3.4,5.6,1.92845462746896,50,1000
"DUC_A01","T01","1005","Angelim Rajado","Zygia racemosa","Fabaceae",0.75,14.8,0.017203361,0.135796476,0.148,0.116238928,0.91754376,"O","C",NA,"A",NA,0.7,32,11.77,16.24,8.82,1.98,4.8,2.04,0.75,15.2,0.018145839,"0.144735412",0.152,0.119380521,"0.95220666","O","S",2,"A",NA,0.7,32,12.69,16.41,7.1,2.3,2.8,1.2,0.193397729240215,50,1000
"DUC_A01","T01","1007","Breu","Protium hepytaphillum ","Burseraceae",0.63,14.4,0.016286016,0.128466661,0.144,0.113097336,0.892129594,"O","C",NA,"A",NA,0.5,38,13.21,19.32,1.9,3.6,2.5,2,0.63,15,0.017671459,"0.139828154",0.15,0.117809725,"0.93218769","O","S",2,"A",NA,0.5,38,15.82,19.38,2.4,2.3,2.6,1.2,0.187875476637145,50,1000
"DUC_A01","T01","1008","Liana",NA,NA,NA,13.7,0.014741138,0.014870135,0.137,0.107599548,0.108541133,"L","S",NA,"A",NA,0.5,38,10.13,13.61,NA,NA,NA,NA,NA,11.4,0.010207035,"0.013542772",0.114,0.089535391,"0.118796244","L",NA,NA,"A",NA,0.5,38,0,0,NA,NA,NA,NA,0.103083727332757,50,1000
"DUC_A01","T01","1009","Ucuuba Vermelha","Virola elongata","Myristicaceae",0.52,11.5,0.010386891,0.031783568,0.115,0.090320789,0.276378856,"O","S",NA,"A",NA,1,40.5,5.65,9.08,7.2,-1.16,2.4,2.07,0.52,11.6,0.010568318,"0.036755032",0.116,0.091106187,"0.316853722","O","S",3,"A",NA,1,40.5,5.91,10.32,5.8,-1,2.2,2,0.107080415991937,50,1000
"DUC_A01","T01","1010","Breu","Protium hepytaphillum ","Burseraceae",0.63,12.1,0.011499015,0.093006553,0.121,0.095033178,0.768649197,"O","C",NA,"A",NA,1.2,54,5.99,19.81,2.76,2.6,2,3,0.63,12,0.011309734,"0.083071488",0.12,0.09424778,"0.692262396","O","S",2,"A",NA,1.2,54,12.71,17.99,3,2,1.6,2.8,0.115322008466477,50,1000
"DUC_A01","T01","1011","Louro","Ocotea sp,","Lauraceae",0.5,17.8,0.024884555,0.194170958,0.178,0.139800873,1.09084808,"O","C",1,"A",NA,1,58,10.71,24.08,4.43,-0.2,7.07,1.4,0.5,17.9,0.025164943,"0.125089025",0.179,0.140586271,"0.69882137","O","S",2,"A",NA,1,58,11.22,15.34,3.7,0.7,3.3,1.2,0.27654163487291,50,1000
"DUC_A01","T01","1013","Macucu","Licania heteromorpha","Chrysobalanaceae",0.82,25.3,0.050272551,0.658016962,0.253,0.198705735,2.600857558,"O","E",1,"A",NA,1.2,66,16.37,24.63,4.6,4.6,6.64,2.2,0.82,25.9,0.052685294,"0.716475672",0.259,0.203418124,"2.766315338","O","D",2,"A",NA,1.2,66,17.45,25.59,3.7,4.2,4,2.3,0.620416763270099,50,1000
"DUC_A01","T01","1014","Marupa","Simarouba amara","Simaroubaceae",0.38,27,0.057255526,0.417510416,0.27,0.212057504,1.546334874,"O","E",1,"A",NA,1.1,70.5,22.5,29.61,3.7,2.07,2.61,3.92,0.38,28.4,0.063347074,"0.516844019",0.284,0.223053078,"1.819873306","O","D",1,"A",NA,1.1,70.5,25.03,33.13,4,2.8,3.6,2.6,0.758945573487754,50,1000
"DUC_A01","T01","1015","NI","NI","NI",0.58,33.1,0.086049008,0.165619751,0.331,0.259966792,0.500361786,"O","S",NA,"D",3,1.2,72,NA,5.94,NA,NA,NA,NA,0.58,33.1,0.086049008,"0.141256832",0.331,0.259966792,"0.426757801","O",NA,NA,"D",3,1.2,72,1.36,4.89,NA,NA,NA,NA,1.06090872128713,50,1000
"DUC_A01","T01","1016","NI","NI","NI",0.64,10.6,0.008824734,0.073790425,0.106,0.083252205,0.69613609,"O","S",2,"A",NA,1,78.5,10.13,20.16,0.6,2.34,1.3,2.5,0.64,10.8,0.009160884,"0.076031289",0.108,0.084823002,"0.703993421","O","S",2,"A",NA,1,78.5,13.53,20.01,1.6,3.1,1.5,1.8,0.0915868564579241,50,1000
"DUC_A01","T01","1017","Muirapiranga","Brosimum rubescens","Moraceae",0.83,82.3,0.531972953,10.67343911,0.823,0.646382688,12.96894181,"O","E",1,"A",NA,5.1,79,16.93,37.3,4.6,12.94,8.15,11.6,0.83,83.1,0.542365341,"11.25537957",0.831,0.652665874,"13.54437975","O","E",1,"A",NA,5.1,79,28.28,38.58,6.6,6.9,9.6,6,7.94413104216837,50,1000
"DUC_A01","T01","1018","Freijo Branco","Cordia scabrifolia","Boraginaceae",0.47,10.2,0.008171282,0.038080918,0.102,0.080110613,0.373342338,"O","S",2,"A",NA,0.9,84.6,13.46,15.3,1.15,1.1,1,1.1,0.47,10.7,0.008992024,"0.039714692",0.107,0.084037603,"0.371165345","O","S",1,"A",NA,0.9,84.6,12.86,14.5,1.7,0.8,1.6,1,0.0897422733804556,50,1000
"DUC_A01","T01","1019","Breu","Protium hepytaphillum ","Burseraceae",0.63,10.9,0.009331316,0.076121408,0.109,0.0856084,0.698361539,"O","S",2,"A",NA,0.5,109,16.1,19.98,3.9,1.1,1.25,2.4,0.63,11.8,0.010935884,"0.091577336",0.118,0.092676983,"0.776079121","O","S",1,"A",NA,0.5,109,16.38,20.51,3.4,1.7,3.3,2.2,0.111159754747499,50,1000
"DUC_A01","T01","1020","Louro Pimenta","Ocotea canaliculata","Lauraceae",0.48,62,0.301907054,3.757603486,0.62,0.486946861,6.060650784,"O","E",1,"A",NA,5.8,110,25.6,40.01,9.35,5.86,8.25,6.6,0.48,62,0.301907054,"3.523751132",0.62,0.486946861,"5.683469568","O","E",1,"A",NA,5.8,110,27.18,37.52,7.8,5.1,4.8,3.8,4.18619040025211,50,1000
"DUC_A01","T01","1021","Bacaba","Oenocarpus bacaba","Arecaceae",NA,14.2,0.015836769,0.044332036,0.142,0.111526539,0.312197436,"P","C",2,"A",NA,0.3,112,11.74,20.64,3.9,2.35,2.83,6.75,NA,14.2,0.015836769,"0.044332036",0.142,0.111526539,"0.312197436","P","S",2,"A",NA,0.3,112,16.23,23.85,7.1,4.3,3.9,4.3,0.166651514548429,50,1000
"DUC_A01","T01","1022","NI","NI","NI",0.7,50.4,0.1995037,0.999488963,0.504,0.395840674,1.983113022,"O","C",NA,"D",2,1.3,114.8,NA,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,1000
"DUC_A01","T01","1023","Coquirana","Chrysophyllum sanguinolentum","Sapotaceae",0.67,19.1,0.02865211,0.203039004,0.191,0.150011049,1.063031434,"O","C",2,"A",NA,0.4,130,10.53,16.32,1.83,1.7,-0.2,6.3,0.67,19.8,0.03079075,"0.277689502",0.198,0.155508836,"1.402472234","O","S",2,"A",NA,0.4,130,15.04,20.77,2.6,2,0.8,4.6,0.344813940736468,50,1000
"DUC_A01","T01","1024","Amapa Doce","Brosimum parinarioides","Moraceae",0.58,36.5,0.10463467,1.266448041,0.365,0.28667033,3.46972066,"O","E",1,"A",NA,2.5,130.5,26.1,32.2,4.02,8.1,8.35,10,0.58,37.7,0.111627856,"2.002718505",0.377,0.296095108,"5.312250676","O","D",1,"A",NA,2.5,130.5,36.05,47.73,4.1,4.5,4.8,7.1,1.41020381507391,50,1000
"DUC_A01","T01","1025","Louro Preto","Nectandra cuspidata","Lauraceae",0.56,18.4,0.02659044,0.216263542,0.184,0.144513262,1.175345338,"O","C",2,"A",NA,1.5,133,16.42,22.41,1.75,2.18,3.97,1.78,0.56,18.6,0.027171635,"0.265859134",0.186,0.146084058,"1.429350182","O","S",2,"A",NA,1.5,133,19.53,26.96,1.3,1.8,2.9,1.1,0.30074502728172,50,1000
"DUC_A01","T01","1026","Ucuuba","Virola melinoni","Myristicaceae",0.48,6,0.002827433,0.008118265,0.06,0.04712389,0.135304416,"O","S",2,"A",NA,0.4,136,5.45,9.23,0.78,1.36,1.58,0.7,0.48,6.7,0.003525652,"0.011877829",0.067,0.052621677,"0.177281035","O","S",2,"A",NA,0.4,136,8.33,10.83,1.2,1.4,1.1,1.3,0.0322349798210368,50,1000
"DUC_A01","T01","1027","NI","NI","NI",0.64,6.9,0.003739281,0.014889056,0.069,0.054192473,0.215783424,"O","S",3,"A",NA,0.6,138,6.11,9.6,1.63,2.2,2.2,1.65,0.64,6.9,0.003739281,"0.016191849",0.069,0.054192473,"0.234664474","O","S",2,"A",NA,0.6,138,7,10.44,1.7,2.1,1.9,1.6,0.0343769102297413,50,1000
"DUC_A01","T01","1028","Liana",NA,NA,NA,7.9,0.00490167,0.010893927,0.079,0.062046455,0.137897806,"L",NA,NA,"A",NA,0.3,144,NA,NA,NA,NA,NA,NA,NA,8.6,0.005808805,"0.01150711",0.086,0.067544242,"0.133803609","L",NA,NA,"A",NA,0.3,144,0,0,NA,NA,NA,NA,0.0556502970271817,50,1000
"DUC_A01","T01","1029","NI","NI","NI",0.45,16.5,0.021382465,0.009503077,0.165,0.129590697,0.057594408,"O","S",NA,"D",4,0.5,145,NA,1.35,NA,NA,NA,NA,0.45,16.5,0.021382465,"0",0.165,0.129590697,"0","O",NA,NA,"D",4,0.5,145,0,0,NA,NA,NA,NA,0.231420913438229,50,1000
"DUC_A01","T01","1030","Breu","Protium hepytaphillum ","Burseraceae",0.63,9.9,0.007697687,0.050066185,0.099,0.077754418,0.505719037,"O","S",2,"A",NA,0.4,146,5.03,15.93,2.1,1.54,2.1,2.24,0.63,10.5,0.008659015,"0.06133896",0.105,0.082466807,"0.584180573","O","S",2,"A",NA,0.4,146,8.97,17.35,2.5,2.7,2,2.9,0.0861141292989159,50,1000
"DUC_A01","T01","1031","Pintadinho","Poeppigia sp,","Fabaceae",0.69,58.9,0.272471116,4.500848076,0.589,0.462599518,7.641507769,"O","E",1,"A",NA,2.5,148,23.15,36.94,4.68,5.3,8.85,8.9,0.69,58.9,0.272471116,"4.0549059",0.589,0.462599518,"6.884390323","O","E",1,"A",NA,2.5,148,23.01,33.28,6.6,6.3,6.6,7.8,3.74194063666552,50,1000
"DUC_A01","T01","1032","Urucurana","Sloanea guianensis","Elaeocarpaceae",0.82,30.9,0.074990602,1.067232805,0.309,0.242688032,3.453827848,"O","E",1,"A",NA,1,158,22.55,26.78,7.7,-0.93,3.2,3.16,0.82,30.9,0.074990602,"1.098317256",0.309,0.242688032,"3.554424775","O","D",1,"A",NA,1,158,24.17,27.56,8,0,4.6,2.7,0.912743088026939,50,1000
"DUC_A01","T01","1033","Abiurana","Pouteria gongrijpii","Sapotaceae",0.8,18.3,0.026302199,0.424102017,0.183,0.143727864,2.31749736,"O","C",1,"A",NA,1.5,164.5,24.62,31.1,2.49,1.63,2.89,1.95,0.8,18.4,0.02659044,"0.269933075",0.184,0.144513262,"1.467027584","O","S",1,"A",NA,1.5,164.5,15.2,19.58,2.7,2.9,3.4,2.4,0.293717257506496,50,1000
"DUC_A01","T01","1034","Pau De Remo","Chimarrhis turbinata","Rubiaceae",0.72,12.8,0.012867964,0.090006081,0.128,0.100530965,0.703172506,"O","S",3,"A",NA,0.5,170,8.97,14.99,NA,NA,NA,NA,0.72,13,0.013273229,"0.099653608",0.13,0.102101761,"0.766566216","O","S",1,"A",NA,0.5,170,11.68,16.09,3.3,2.2,2.7,3,0.137386024093428,50,1000
"DUC_A01","T01","1035","Envira Quiabo","Sterculia pruriens","Malvaceae",0.49,58.2,0.266033207,2.278456692,0.582,0.457101731,3.914874041,"O","E",1,"A",NA,4.4,171.5,21.55,26.97,5.23,5.65,4.35,9.05,0.49,58.2,0.266033207,"3.32771261",0.582,0.457101731,"5.717719262","O","E",1,"A",NA,4.4,171.5,28.72,39.39,8,5.7,5.2,7.6,3.64536038771275,50,1000
"DUC_A01","T01","1036","Breu","Protium hepytaphillum ","Burseraceae",0.63,10.7,0.008992024,0.081357134,0.107,0.084037603,0.76034705,"O","C",2,"A",NA,1.2,198,17.91,22.16,3.2,-1.46,3.6,-0.96,0.63,11.1,0.009676891,"0.088501842",0.111,0.087179196,"0.797313888","O","S",2,"A",NA,1.2,198,18.8,22.4,3.2,1,2.2,1.4,0.0972430746480129,50,1000
"DUC_A01","T01","1037","Muirapiranga","Brosimum rubescens","Moraceae",0.83,78.1,0.479062249,12.66032069,0.781,0.613395966,16.21039781,"O","E",1,"A",NA,4.5,205,36.94,49.13,9.52,5.9,16.95,11.13,0.83,79.1,0.491408708,"10.92481891",0.791,0.621249947,"13.81140191","O","E",1,"A",NA,4.5,205,33.99,41.33,11.1,11.2,16,7.9,7.13160792729542,50,1000
"DUC_A01","T01","1038","Bacaba","Oenocarpus bacaba","Arecaceae",NA,11.3,0.010028749,0.029005811,0.113,0.088749992,0.256688594,"Pt","S",3,"A",NA,1.2,207,6.38,14.11,5.2,4.37,3.69,5.1,NA,11.5,0.010386891,"0.029966376",0.115,0.090320789,"0.260577183","P","S",3,"A",NA,1.2,207,0,18,3.7,2.6,3,3.4,0.105071757099156,50,1000
"DUC_A01","T01","1039","Aquinare","NI","NI",0.62,21.3,0.035632729,0.311979393,0.213,0.167289809,1.464691987,"O","C",2,"A",NA,0.5,208,15.71,21.79,2.93,5.6,5.72,3.1,0.62,21.5,0.03630503,"0.288836173",0.215,0.168860605,"1.34342406","O","S",3,"A",NA,0.5,208,12.25,19.8,3.2,4,3.8,3.9,0.412882762585128,50,1000
"DUC_A01","T01","1040","NI","NI","NI",0.64,11.1,0.009676891,0.083083361,0.111,0.087179196,0.748498752,"O","S",2,"A",NA,0,215.5,16.12,20.7,0.82,1.53,0.9,0.7,0.64,11.3,0.010028749,"0.079324133",0.113,0.088749992,"0.701983482","O","S",2,"A",NA,0,215.5,14.48,19.07,2.1,1.5,3,0.85,0.101116292999298,50,1000
"DUC_A01","T01","1041","Canela De Velho","Casearia javitensis","Salicaceae",0.76,7.4,0.00430084,0.02245436,0.074,0.058119464,0.303437296,"O","S",2,"A",NA,1,216.5,7.73,10.6,0.57,0.46,0.3,0.74,0.76,7.5,0.004417865,"0.022434302",0.075,0.058904862,"0.29912403","O","S",2,"A",NA,1,216.5,7.61,10.31,0.8,0.65,1.35,0.7,0.0412542530345142,50,1000
"DUC_A01","T01","1042","Jatereu","Lecythis idatimon","Lecythidaceae",0.82,28.7,0.064692461,0.831288408,0.287,0.225409273,2.896475291,"O","E",1,"A",NA,2.5,226,19,24.18,4.15,4.47,5.35,3.45,0.82,29.2,0.066966189,"1.00570242",0.292,0.229336264,"3.44418637","O","D",1,"A",NA,2.5,226,20.29,28.26,3.5,2.7,3.3,2.3,0.806487560693156,50,1000
"DUC_A01","T01","1043","Bacaba","Oenocarpus bacaba","Arecaceae",NA,15.8,0.01960668,0.054053569,0.158,0.12409291,0.342111195,"Pt","S",2,"A",NA,1.3,243,10.92,17.85,6.63,2.15,3.9,5,NA,15.9,0.019855651,"0.054690591",0.159,0.124878308,"0.343965983","P","S",2,"A",NA,1.3,243,12.47,20.29,3,1.5,2.9,3.2,0.213411649359448,50,1000
"DUC_A01","T01","1044","NI","NI","NI",0.64,6.6,0.003421194,0.016488903,0.066,0.051836279,0.249831859,"O","S",2,"A",NA,1,243.5,9.71,11.62,0.53,-0.2,0.66,-0.15,0.58,6.6,0.003421194,"0",0.066,0.051836279,"0","O",NA,NA,"D",3,1,243.5,0,0,NA,NA,NA,NA,0.0311920083330769,50,1000
"DUC_A01","T01","1045","NI","NI","NI",0.64,54.1,0.22987112,3.173040418,0.541,0.424900406,5.865139405,"O","E",1,"A",NA,4.5,254,25.11,33.28,5.45,5.86,9.25,8.63,0.64,54.3,0.231573863,"3.321409354",0.543,0.426471203,"6.116775974","O","E",1,"A",NA,4.5,254,18.54,34.58,6.1,5.8,7.4,8.2,3.13224878855319,50,1000
"DUC_A01","T01","1046","Breu","Protium hepytaphillum ","Burseraceae",0.63,11.7,0.010751315,0.064483982,0.117,0.091891585,0.551145149,"O","S",3,"A",NA,0.8,257.3,8.5,14.69,2.33,2.93,2.32,3.3,0.63,11.9,0.011122023,"0.068660039",0.119,0.093462381,"0.576975118","O","S",2,"A",NA,0.8,257.3,8.49,15.12,2.5,2.4,3,2.3,0.113230500825257,50,1000
"DUC_A01","T01","1047","Escorrega Macaco","Capirona decorticans","Rubiaceae",0.59,30.5,0.073061664,1.010457336,0.305,0.23954644,3.312974874,"O","E",1,"A",NA,1.5,270.5,23.85,36.17,2.75,3.9,1.92,6.72,0.59,30.9,0.074990602,"1.152404005",0.309,0.242688032,"3.7294628","O","D",1,"A",NA,1.5,270.5,25.37,40.19,1.3,4.2,2,8.4,0.912743088026939,50,1000
"DUC_A01","T01","1048","Louro Preto","Nectandra cuspidata","Lauraceae",0.56,60.2,0.284631436,3.62271824,0.602,0.472809694,6.017804386,"O","E",1,"A",NA,2.4,270.5,24.83,35.07,4.94,5.7,10.6,-3.94,0.56,60.8,0.290333427,"3.898653983",0.608,0.477522083,"6.41225984","O","D",2,"A",NA,2.4,270.5,27.12,37,4.4,3.6,10.4,1.5,4.01101333008084,50,1000
"DUC_A01","T01","1049","Pintadinho","Poeppigia sp,","Fabaceae",0.69,25.1,0.04948087,0.503822254,0.251,0.197134939,2.007259977,"O","C",1,"A",NA,2.2,279,14.97,22.77,0.96,2.4,2.16,7.2,0.69,25.1,0.04948087,"0.449833396",0.251,0.197134939,"1.792164924","O","D",1,"A",NA,2.2,279,15.65,20.33,1.1,4.1,2.2,6.2,0.579270165143733,50,1000
"DUC_A01","T01","1050","Coquirana","Chrysophyllum sanguinolentum","Sapotaceae",0.67,27.2,0.058106898,0.515716806,0.272,0.2136283,1.89601767,"O","C",2,"A",NA,0.7,287,13.91,20.44,5,5.79,1.9,7.62,0.67,27.3,0.05853494,"0.805198676",0.273,0.214413699,"2.949445699","O","D",2,"A",NA,0.7,287,19.09,31.68,4.1,3.8,2.6,4.3,0.696126797776496,50,1000
"DUC_A01","T01","1051","Louro","Ocotea sp,","Lauraceae",0.5,7.2,0.004071504,0.017639415,0.072,0.056548668,0.24499188,"O","S",3,"A",NA,0.6,288,8.34,13.37,1.56,1.1,0.33,0.53,0.5,7.4,0.00430084,"0.020584092",0.074,0.058119464,"0.27816341","O","S",2,"A",NA,0.6,288,8.06,14.77,1.5,1.3,1.9,1.4,0.0400607035038233,50,1000
"DUC_A01","T01","1052","Cacaurana","Theobroma glaucum","Malvaceae",0.53,8.4,0.005541769,0.02948517,0.084,0.065973446,0.351013933,"O","S",3,"A",NA,0.2,288.2,12.15,15.49,0.7,0.63,0.54,1.19,0.53,8.7,0.005944679,"0.030464986",0.087,0.06832964,"0.350172251","O","S",2,"A",NA,0.2,288.2,12.54,14.92,1.5,1.2,0.7,1.6,0.0570753775039451,50,1000
"DUC_A01","T01","1053","Pintadinho","Poeppigia sp,","Fabaceae",0.69,38.5,0.116415643,1.576319336,0.385,0.302378293,4.094335938,"O","C",1,"A",NA,1.5,296.7,20.98,30.28,3.7,5.05,10.21,5.74,0.69,39,0.119459061,"1.606310563",0.39,0.306305284,"4.118745033","O","E",1,"A",NA,1.5,296.7,22.75,30.07,4,4.7,8.2,3.1,1.5187421041926,50,1000
"DUC_A01","T01","1054","Pintadinho","Poeppigia sp,","Fabaceae",0.69,7.4,0.00430084,0.028136796,0.074,0.058119464,0.38022697,"O","S",3,"A",NA,0.5,301.5,7.57,14.63,1.75,1.1,1.85,1.63,0.69,7.7,0.004656626,"0.055139942",0.077,0.060475659,"0.716103142","O","S",2,"A",NA,0.5,301.5,10,26.48,1.8,1.3,2.7,1.6,0.0436985284677147,50,1000
"DUC_A01","T01","1055","Jatereu","Lecythis idatimon","Lecythidaceae",0.82,37.3,0.109271661,1.510972606,0.373,0.292953515,4.050864895,"O","C",2,"A",NA,3.5,302,20.38,26.02,5.55,4.85,7.3,6.7,0.82,37.5,0.110446617,"1.379897409",0.375,0.294524311,"3.679726425","O","S",2,"A",NA,3.5,302,18.31,23.51,4.7,5.4,6,5,1.39389275457153,50,1000
"DUC_A01","T01","1056","Coraçao De Negro","Swartzia corrugata","Fabaceae",1.06,21.6,0.036643537,0.470982681,0.216,0.169646003,2.180475374,"O","S",2,"A",NA,1.7,306,11.39,18.71,0.91,1.83,1.16,1.75,1.06,21.6,0.036643537,"0.499679648",0.216,0.169646003,"2.313331704","O","S",2,"A",NA,1.7,306,13.42,19.85,1.75,1.7,1.6,3.8,0.417094554986479,50,1000
"DUC_A01","T01","1057","Jatereu","Lecythis idatimon","Lecythidaceae",0.82,5.8,0.002642079,0.017031324,0.058,0.045553093,0.293643525,"O","S",3,"A",NA,0.6,310,5.92,12.13,1.23,1.15,0.95,1.76,0.82,5.8,0.002642079,"0.015809787",0.058,0.045553093,"0.27258253","O","S",2,"A",NA,0.6,310,7.79,11.26,1.9,1,0.8,1,0.0235130345665294,50,1000
"DUC_A01","T01","1058","Coraçao De Negro","Swartzia corrugata","Fabaceae",1.06,18.7,0.027464588,0.376966142,0.187,0.146869457,2.01586172,"O","C",2,"A",NA,1.2,310,14.69,19.98,1.9,3.75,1.5,4.97,1.06,18.8,0.027759113,"0.404273437",0.188,0.147654855,"2.150390624","O","S",2,"A",NA,1.2,310,5.99,21.2,1.4,3.2,2.2,4.5,0.307863083565741,50,1000
"DUC_A01","T01","1059","Inhare","Helicostylis sp,","Moraceae",0.65,8.2,0.005281017,0.026740118,0.082,0.064402649,0.326098994,"O","S",3,"A",NA,0.3,314,9.05,12.02,1.03,1.47,1.1,1.26,0.65,8.1,0.005152997,"0.027785048",0.081,0.063617251,"0.34302528","O","S",3,"A",NA,0.3,314,8.7,12.8,1.25,1.3,1.5,1.3,0.0488170909527404,50,1000
"DUC_A01","T01","1060","Copaiba","Copaifera reticulata","Fabaceae",0.61,82,0.528101725,8.196446668,0.82,0.644026494,9.995666668,"O","E",1,"A",NA,7.6,316,18.74,39.26,13.92,7.28,6.63,11.05,0.61,82,0.528101725,"11.29255732",0.82,0.644026494,"13.77141136","O","E",1,"A",NA,7.6,316,20.31,54.09,12.8,9.5,5.7,12.5,7.7159413538155,50,1000
"DUC_A01","T01","1061","Pintadinho","Poeppigia sp,","Fabaceae",0.69,9.2,0.00664761,0.02910216,0.092,0.072256631,0.316327823,"O","S",2,"A",NA,1,323,5.33,9.79,1.15,1.7,1.74,0.62,0.69,9.3,0.006792909,"0.034173172",0.093,0.073042029,"0.367453463","O","S",3,"A",NA,1,323,6.87,11.25,1.4,1.7,1.5,1.1,0.0660384829166093,50,1000
"DUC_A01","T01","1063","Abiurana","Pouteria gongrijpii","Sapotaceae",0.8,9.5,0.007088218,0.047921739,0.095,0.074612826,0.50443936,"O","S",2,"A",NA,0.2,327.5,6.96,13.04,2.5,0.58,1.52,1.61,0.8,9.5,0.007088218,"0.045533002",0.095,0.074612826,"0.47929476","O","S",3,"A",NA,0.2,327.5,7.59,12.39,2.9,1.2,2.1,2,0.0691843557398287,50,1000
"DUC_A01","T01","1064","Abiurana Casca Fina","Pouteria retinervis","Sapotaceae",0.78,8.5,0.005674502,0.042395979,0.085,0.066758844,0.498776226,"O","S",3,"A",NA,0.3,329,11.53,14.78,1.76,1.23,0.8,1.47,0.78,8.6,0.005808805,"0.04454458",0.086,0.067544242,"0.517960232","O","S",3,"A",NA,0.3,329,10.53,15.17,1.7,1.8,1.25,1.7,0.0556502970271817,50,1000
"DUC_A01","T01","1065","Envira Quiabo","Sterculia pruriens","Malvaceae",0.49,11.3,0.010028749,0.050414059,0.113,0.088749992,0.446142114,"O","S",2,"A",NA,1,335,10.68,15.83,1.81,1.45,2.36,1.8,0.49,11.7,0.010751315,"0.055924162",0.117,0.091891585,"0.477984289","O","S",2,"A",NA,1,335,8.3,16.38,1.5,1.8,2.3,1.9,0.109109737467219,50,1000
"DUC_A01","T01","1066","Barbatimao","Stryphnodendron pulcherrimum","Fabaceae",0.47,23.3,0.042638481,0.200527887,0.233,0.182997772,0.86063471,"O","S",2,"A",NA,2.2,340,11.24,15.44,1.65,4.4,2.26,5.22,0.47,23.3,0.042638481,"0.25884202",0.233,0.182997772,"1.110909959","O","S",3,"A",NA,2.2,340,4.99,19.93,1.8,2.4,3.3,2.5,0.492262662119094,50,1000
"DUC_A01","T01","1067","Jarana","Lecythis lurida","Lecythidaceae",0.83,12.6,0.012468981,0.09980215,0.126,0.098960169,0.792080554,"O","C",2,"A",NA,0.2,340.5,12.95,14.88,1.21,3.5,2.18,2,0.83,12.7,0.012667687,"0.10255098",0.127,0.099745567,"0.807488035","O","S",3,"A",NA,0.2,340.5,12.27,15.05,1.3,2.1,1.2,3.4,0.130546592063151,50,1000
"DUC_A01","T01","1068","Breu Vermelho","Protium hebetatum","Burseraceae",0.58,10.8,0.009160884,0.058504149,0.108,0.084823002,0.541705082,"O","S",2,"A",NA,1,347.5,10.13,16.99,2.36,1,2.49,2.97,0.58,10.9,0.009331316,"0.056120141",0.109,0.0856084,"0.51486368","O","S",3,"A",NA,1,347.5,9.07,16,2.2,1.4,2.3,2.7,0.0934518276050405,50,1000
"DUC_A01","T01","1069","Abiurana","Pouteria gongrijpii","Sapotaceae",0.8,14.2,0.015836769,0.142949694,0.142,0.111526539,1.006687984,"O","C",1,"A",NA,1.2,355,7.6,17.41,0.84,1.3,1.45,1.6,0.8,14.2,0.015836769,"0.125460731",0.142,0.111526539,"0.883526272","O","S",3,"A",NA,1.2,355,11.06,15.28,1.6,1.3,1.75,1.5,0.166651514548429,50,1000
