codigo,transecto,arv,nome.comum,nome.cient,familia,dap,tipo,pos.copa,luminosidade,morta,decomp,Hcom,Htot,raio.n,raio.s,raio.l,raio.o,data,utm.lest,utm.norte,vol,trans.area,sub.area
CAU,T05,181,inga branco,Inga thibaudiana,Fabaceae,35.8,O,C,2,FALSE,NA,13.36,25.32,3.4,5.4,3,5,20120131,780693.0851,9587119.418,1.259394793,10000,100
CAU,T05,182,abiurana,Pouteria gongrijpii,Sapotaceae,40.8,O,C,2,FALSE,NA,18.55,32.34,2.7,2.6,2.8,5.2,20120131,780677.0738,9587116.027,1.676265045,10000,100
CAU,T05,183,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,68,O,C,2,FALSE,NA,23.79,34.26,5.6,5,3.7,7.8,20120131,780672.9019,9587106.165,5.12344223,10000,100
CAU,T05,184,jarana,Lecythis lurida,Lecythidaceae,43,O,C,2,FALSE,NA,18.37,29.02,2,3.5,2.8,3.2,20120131,780689.5752,9587096.248,1.880304214,10000,100
CAU,T05,185,axixa,Sterculia pruriens,Malvaceae,39.1,O,C,2,FALSE,NA,17.95,29.83,1,1.2,8,0,20120131,780683.4544,9587035.804,1.527272339,10000,100
CAU,T05,186,matamata branco,Eschweilera coriacea,Lecythidaceae,39,O,C,2,FALSE,NA,15.59,30.61,5.6,3.7,4.2,9.7,20120131,780677.3684,9587071.547,1.518742104,10000,100
CAU,T05,187,morta,NA,NA,47.9,O,NA,NA,TRUE,1,NA,30.87,NA,NA,NA,NA,20120131,780685.202,9587030.61,2.380860595,10000,100
CAU,T05,188,abiu cramuri,NA,NA,36.6,O,C,2,FALSE,NA,15.16,25.35,1.5,2,1.6,2,20120131,780697.8488,9587019.791,1.321765472,10000,100
CAU,T05,189,matamata preto,Eschweilera ovata,Lecythidaceae,40.2,O,C,2,FALSE,NA,17.17,28.36,3.2,3.7,2.6,3.5,20120131,780704.2943,9586966.284,1.622819613,10000,100
CAU,T05,190,matamata preto,Eschweilera ovata,Lecythidaceae,37,O,C,2,FALSE,NA,14.15,26.6,3.2,3,4.7,3.5,20120131,780709.1669,9586950.059,1.353565275,10000,100
CAU,T05,191,araracanga,Aspidosperma spruceanum,Apocynaceae,35,O,C,2,FALSE,NA,28.04,39.75,1.7,2,2.2,1.8,20120131,780694.5338,9586944.703,1.198657031,10000,100
CAU,T05,192,jatereu,Lecythis idatimon,Lecythidaceae,36,O,C,2,FALSE,NA,26.17,33.18,2.3,2.5,3.2,1.8,20120131,780709.9827,9586903.08,1.27483411,10000,100
CAU,T05,193,pau-de-macaco,Apeiba membranacea,Malvaceae,41.7,O,S,2,FALSE,NA,8.24,15.54,2.2,1.4,2,1.7,20120131,780707.3075,9586897.421,1.758198881,10000,100
CAU,T05,194,maracatiara,Astronium graveolens,Anacardiaceae,40.4,O,C,2,FALSE,NA,34.77,41.04,2.5,2.4,3.2,3,20120131,780712.7134,9586889.232,1.640530331,10000,100
CAU,T05,195,pau-de-macaco,Apeiba membranacea,Malvaceae,35.6,O,C,2,FALSE,NA,18.44,25.64,7.3,0,1.8,2.2,20120131,780693.6919,9586874.615,1.244057534,10000,100
CAU,T05,196,breu vermelho,Protium hebetatum,Burseraceae,59.5,O,C,2,FALSE,NA,23.27,34.36,4,3.2,3.8,2.3,20120131,780710.8158,9586871.611,3.825815839,10000,100
CAU,T05,197,matamata branco,Eschweilera coriacea,Lecythidaceae,46.8,O,C,2,FALSE,NA,15.87,28.98,3,3.3,4.2,2.7,20120131,780712.8024,9586854.718,2.262904602,10000,100
CAU,T05,198,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,O,C,2,FALSE,NA,23.16,31.44,2.7,4.5,5.2,1.8,20120131,780703.0221,9586799.117,1.228822225,10000,100
CAU,T05,200,morta,NA,NA,38.3,O,NA,NA,TRUE,1,NA,28.27,NA,NA,NA,NA,20120131,780714.6721,9586788.289,1.459755707,10000,100
CAU,T06,3,parajuba,Manilkara bidentata,Sapotaceae,42.9,O,C,1,FALSE,NA,19.38,32.65,5.6,2.3,4,4,20120201,780585.7631,9585756.134,1.870753391,10000,100
CAU,T06,7,jutai,Hymenaea parvifolia,Fabaceae,49.9,O,E,1,FALSE,NA,34.93,45.42,4.5,1.3,5.4,7,20120201,780570.9713,9585715.414,2.603688175,10000,100
CAU,T06,8,tauari,Couratari stellata,Lecythidaceae,65,O,E,1,FALSE,NA,31.19,51.1,6.5,9,8.7,9.8,20120201,780566.9021,9585711.827,4.641979177,10000,100
CAU,T06,13,iperana,Eperua bijuga,Fabaceae,35.3,O,S,1,FALSE,NA,16.25,25.66,1.8,3.5,1,5.2,20120201,780563.0022,9585682.346,1.221242769,10000,100
CAU,T06,15,matamata,Eschweilera amazonica,Lecythidaceae,60.2,O,C,2,FALSE,NA,21.21,37.26,2.4,4.2,4.3,2.5,20120201,780551.1406,9585660.822,3.924947085,10000,100
CAU,T06,17,matamata,Eschweilera amazonica,Lecythidaceae,67,O,C,1,FALSE,NA,26.46,42.67,5.3,6,5.6,4.7,20120201,780550.0592,9585649.058,4.96008824,10000,100
CAU,T06,23,matamata,Eschweilera parviflora,Lecythidaceae,50.4,O,C,1,FALSE,NA,19.59,33.12,4.1,4.4,6.8,1.3,20120201,780543.428,9585628.167,2.661088769,10000,100
CAU,T06,25,matamata,Eschweilera parviflora,Lecythidaceae,36.5,O,S,2,FALSE,NA,19.56,27.18,5,3.5,6.2,5.3,20120201,780538.0662,9585618.972,1.313879604,10000,100
CAU,T06,26,matamata,Eschweilera parviflora,Lecythidaceae,50,O,C,2,FALSE,NA,23.78,36.7,8.8,4.2,4.6,4.5,20120201,780534.144,9585619.89,2.615113952,10000,100
CAU,T06,28,matamata,Eschweilera amazonica,Lecythidaceae,47.1,O,C,2,FALSE,NA,16.42,37.95,4.14,5,5,6.6,20120201,780537.688,9585613.537,2.294751901,10000,100
CAU,T06,33,parajuba,Manilkara bidentata,Sapotaceae,108.8,O,E,1,FALSE,NA,32.07,50.3,6,12,10.6,9,20120201,780517.0495,9585552.099,14.32205421,10000,100
CAU,T06,35,barrote,Tetragastris altissima,Burseraceae,57.1,O,C,1,FALSE,NA,23.52,37.93,3.2,2.1,3.3,2.8,20120201,780510.5653,9585533.353,3.496356665,10000,100
CAU,T06,38,ucuuba,Virola michelii,Myristicaceae,37.8,O,S,1,FALSE,NA,22.98,33.37,2.5,1.7,3.5,1.1,20120201,780507.4791,9585521.51,1.418397983,10000,100
CAU,T06,39,morta,NA,NA,40,O,NA,NA,TRUE,2,NA,14.88,NA,NA,NA,NA,20120201,780504.3752,9585516.305,1.605213191,10000,100
CAU,T06,44,abiurana,Pouteria gongrijpii,Sapotaceae,35,O,S,1,FALSE,NA,NA,12.34,0,3.7,2.1,0,20120201,780501.1741,9585499.139,1.198657031,10000,100
CAU,T06,49,abiurana,Pouteria gongrijpii,Sapotaceae,37.8,O,S,2,FALSE,NA,16.47,29.49,4.3,3.2,2.7,4.6,20120201,780489.9464,9585467.217,1.418397983,10000,100
CAU,T06,50,tachirana,Stryphnodendron paniculatum,Fabaceae,49.7,O,E,1,FALSE,NA,20.74,30.58,4.8,4.1,5.4,4,20120201,780488.0544,9585467.865,2.580918062,10000,100
CAU,T06,56,guajara,Pouteria sp.,Sapotaceae,67.4,O,C,1,FALSE,NA,19.74,31.59,1.3,2.4,6.2,4,20120201,780483.6907,9585446.799,5.025085108,10000,100
CAU,T06,59,louro preto,Nectandra cuspidata,Lauraceae,50.1,O,S,1,FALSE,NA,20.07,32.1,2,3,6.1,4.9,20120201,780479.1592,9585437.583,2.626566889,10000,100
CAU,T06,62,matamata,Eschweilera parviflora,Lecythidaceae,50,O,S,1,FALSE,NA,17.96,33.17,3.6,6.5,5.4,4.1,20120201,780470.1721,9585404.257,2.615113952,10000,100
CAU,T06,65,barrote,Tetragastris altissima,Burseraceae,66.2,O,C,2,FALSE,NA,13.56,31.26,5,7,5.4,6,20120201,780459.7487,9585391.419,4.83147111,10000,100
CAU,T06,66,barrote,Tetragastris altissima,Burseraceae,52.6,O,C,2,FALSE,NA,18.52,36.35,0,8,3.8,7.5,20120201,780461.2969,9585387.3,2.921747003,10000,100
CAU,T06,70,barrote vermelho,Tetragastris sp.,Burseraceae,66.2,O,C,2,FALSE,NA,20.97,33.9,5.2,4.2,5.8,4,20120201,780453.4757,9585354.599,4.83147111,10000,100
CAU,T06,76,guajara,Pouteria sp.,Sapotaceae,42,O,C,1,FALSE,NA,18.93,34.78,3.6,2.3,3.7,2.2,20120201,780441.5546,9585323.816,1.785982296,10000,100
CAU,T06,90,abiurana,Pouteria gongrijpii,Sapotaceae,55.1,O,S,1,FALSE,NA,20.94,33.09,1.8,1.1,0.9,1.5,20120201,780443.0403,9585319.205,3.234063912,10000,100
CAU,T06,115,matamata,Eschweilera parviflora,Lecythidaceae,36.8,O,S,2,FALSE,NA,16.24,24.21,4.6,2.5,6.8,4,20120201,780495.3027,9585470.509,1.337614081,10000,100
CAU,T06,121,jarana,Lecythis lurida,Lecythidaceae,86.8,O,C,1,FALSE,NA,21.1,34.57,4.5,4,5,6.7,20120201,780511.1444,9585510.986,8.738253995,10000,100
CAU,T06,125,abiurana,Pouteria gongrijpii,Sapotaceae,45,O,C,1,FALSE,NA,23.23,38.76,4,2.5,3.2,4.5,20120201,780523.0932,9585554.903,2.076880808,10000,100
CAU,T06,129,barrote,Tetragastris altissima,Burseraceae,65.5,O,C,1,FALSE,NA,22.87,31.04,3.6,3.5,3.5,6.6,20120201,780524.5758,9585566.965,4.720434102,10000,100
CAU,T06,136,macaranduba,Manilkara huberi,Sapotaceae,58,O,E,1,FALSE,NA,26.96,43.88,5.5,3.2,3.9,4.5,20120201,780534.8894,9585602.904,3.618017659,10000,100
CAU,T06,142,axixa,Sterculia pruriens,Malvaceae,56.4,O,E,1,FALSE,NA,25.84,36.63,5.4,2.1,0,10.5,20120201,780543.5784,9585619.502,3.403291058,10000,100
CAU,T06,144,jarana,Lecythis lurida,Lecythidaceae,46.2,O,C,1,FALSE,NA,25,32.62,4,2.5,3,3,20120201,780552.7729,9585638.955,2.199934029,10000,100
CAU,T06,146,abiurana,Pouteria gongrijpii,Sapotaceae,75,O,E,1,FALSE,NA,23.03,42.3,5.5,5.8,6.9,3.4,20120201,780556.6939,9585656.779,6.347909522,10000,100
CAU,T06,147,morta,NA,NA,50.5,O,NA,NA,TRUE,3,NA,32.2,NA,NA,NA,NA,20120201,780560.8648,9585658.303,2.672650451,10000,100
CAU,T06,153,goiabao,Pradosia cochlearia,Sapotaceae,40,O,E,1,FALSE,NA,21.37,31.54,4,4.7,5.3,3,20120201,780568.6283,9585689.926,1.605213191,10000,100
CAU,T06,154,goiabao,Pradosia cochlearia,Sapotaceae,54.5,O,E,1,FALSE,NA,26.72,41.29,4.3,4.8,4.5,4,20120201,780574.0842,9585699.087,3.15753688,10000,100
CAU,T06,156,matamata,Eschweilera amazonica,Lecythidaceae,56,O,E,1,FALSE,NA,21.69,35.58,4,4.5,3,5,20120201,780575.9606,9585711.575,3.350722073,10000,100
CAU,T06,163,goiabao,Pradosia cochlearia,Sapotaceae,38.5,O,C,2,FALSE,NA,23.69,31.24,2.8,3,3.5,2.2,20120201,780596.2358,9585766.512,1.476479581,10000,100
CAU,T06,165,abiurana,Pouteria gongrijpii,Sapotaceae,36.5,O,C,2,FALSE,NA,19.33,33.07,3.4,3.2,3.4,4.2,20120201,780586.3568,9585766.555,1.313879604,10000,100
CAU,T06,166,tanibuca,Terminalia amazonia,Combretaceae,42,O,C,2,FALSE,NA,20.4,30.29,1.4,7,5.4,3.6,20120201,780594.5684,9585742.298,1.785982296,10000,100
CAU,T06,167,parajuba,Manilkara bidentata,Sapotaceae,56,O,C,2,FALSE,NA,22.89,34.83,2.5,3.2,3.7,2.3,20120201,780578.4274,9585747.655,3.350722073,10000,100
CAU,T06,168,parajuba,Manilkara bidentata,Sapotaceae,55.4,O,C,2,FALSE,NA,19.21,30.04,3.2,3,6.2,2.8,20120201,780563.1834,9585708.619,3.272700698,10000,100
CAU,T06,169,abiurana casca fina,Pouteria retinervis,Sapotaceae,35,O,S,2,FALSE,NA,17.63,24.96,3,2.8,3,2.3,20120201,780577.6459,9585694.248,1.198657031,10000,100
CAU,T06,170,iperana,Eperua bijuga,Fabaceae,35.3,O,C,2,FALSE,NA,16.51,27.65,1.3,4.5,1.5,5.6,20120201,780569.8403,9585685.94,1.221242769,10000,100
CAU,T06,171,goiabao,Pradosia cochlearia,Sapotaceae,44,O,C,2,FALSE,NA,21.53,29.49,4.7,1.5,2.6,2,20120201,780561.515,9585660.093,1.977266589,10000,100
CAU,T06,172,jutai-mirim,Hymenaea parvifolia,Fabaceae,40.5,O,C,2,FALSE,NA,25.12,32.13,2.6,4,1.4,3.8,20120201,780546.335,9585653.45,1.649424832,10000,100
CAU,T06,173,jutai-pororoca,Dialium guianense,Fabaceae,42,O,C,2,FALSE,NA,20.93,30.53,4,3.8,6.6,4.6,20120201,780535.8048,9585627.391,1.785982296,10000,100
CAU,T06,174,jatoba,Hymenaea courbaril,Fabaceae,38.6,O,C,2,FALSE,NA,25.05,39.68,3.7,7.4,6,4.4,20120201,780547.4819,9585609.98,1.484880307,10000,100
CAU,T06,175,jatereu,Lecythis idatimon,Lecythidaceae,39.3,O,S,2,FALSE,NA,17.76,26.22,4.2,3.6,4.8,3.3,20120201,780502.5267,9585517.107,1.544410638,10000,100
CAU,T06,176,barrote,Tetragastris altissima,Burseraceae,45,O,S,2,FALSE,NA,21.5,27.27,7.5,1.4,4.5,2.6,20120201,780482.7684,9585470.702,2.076880808,10000,100
CAU,T06,177,seringarana,Micrandra minor,Euphorbiaceae,41,O,C,2,FALSE,NA,27.98,33.68,3.8,3,3.4,3.2,20120201,780480.8817,9585465.195,1.694289232,10000,100
CAU,T06,178,abiurana,Pouteria gongrijpii,Sapotaceae,60.7,O,C,2,FALSE,NA,31.32,38.09,6.3,4.2,3.8,3.7,20120201,780497.9915,9585459.845,3.996598573,10000,100
CAU,T06,179,mato,NA,NA,43.8,O,C,2,FALSE,NA,24.78,29.55,5.6,2.6,3.5,2.2,20120201,780493.7478,9585445.917,1.957662328,10000,100
CAU,T06,180,iperana,Eperua bijuga,Fabaceae,41.5,O,C,2,FALSE,NA,15.34,21.22,4.7,3.5,3,5.2,20120201,780478.453,9585452.182,1.739807891,10000,100
CAU,T06,181,abiurana branca,Pouteria guianensis,Sapotaceae,49.9,O,C,2,FALSE,NA,25.12,30.45,3.2,4.2,2.4,3.2,20120201,780479.7161,9585449.699,2.603688175,10000,100
CAU,T06,182,abiurana,Pouteria gongrijpii,Sapotaceae,37.3,O,C,2,FALSE,NA,23.01,31.18,2.5,2.4,2.3,3.5,20120201,780481.9493,9585419.193,1.377684642,10000,100
CAU,T06,183,ucuuba,Virola michelii,Myristicaceae,44.4,O,C,2,FALSE,NA,26.49,34.48,1.8,2,2.6,1.8,20120201,780482.8953,9585418.869,2.016793425,10000,100
CAU,T06,184,breu barrote,Tetragastris panamensis,Burseraceae,45,O,S,2,FALSE,NA,20.1,28.89,4.6,7.2,5.3,6.8,20120201,780467.1355,9585416.065,2.076880808,10000,100
CAU,T06,185,pau-jacare,Laetia procera,Salicaceae,37.5,O,C,2,FALSE,NA,23.63,29.72,6.2,4,4.7,5.5,20120201,780480.3824,9585408.45,1.393892755,10000,100
CAU,T06,186,breu barrote,Tetragastris panamensis,Burseraceae,43.9,O,S,2,FALSE,NA,21.07,29.72,3,3,4.3,3.7,20120201,780456.9119,9585390.853,1.967451205,10000,100
CAU,T06,187,fava orelha-de-macaco,Enterolobium schomburgkii,Fabaceae,73.3,O,C,2,FALSE,NA,24.46,37.66,6,10,9.4,9.3,20120201,780453.7648,9585384.753,6.037435783,10000,100
CAU,T06,188,tauari,Couratari stellata,Lecythidaceae,55,O,C,2,FALSE,NA,35.26,40.36,4.8,5.2,4.5,3.7,20120201,780448.7336,9585370.068,3.221240314,10000,100
CAU,T06,189,abiurana,Pouteria gongrijpii,Sapotaceae,56,O,C,2,FALSE,NA,31.69,44.39,4.8,1.4,6.2,2,20120201,780449.252,9585317.589,3.350722073,10000,100
CAU,T06,190,parajuba,Manilkara bidentata,Sapotaceae,39.8,O,S,2,FALSE,NA,26.63,31.35,4.6,4,5.3,3.2,20120201,780443.5866,9585307.224,1.587710967,10000,100
CAU,T06,191,uxi,Endopleura uchi,Humiriaceae,37.5,O,S,2,FALSE,NA,23.62,29.66,2.8,3.7,8.4,0,20120201,780440.5953,9585303.121,1.393892755,10000,100
CAU,T07,1,timborana,Pseudopiptadenia suaveolens,Fabaceae,50,O,E,1,FALSE,NA,25.53,39,6.9,7,4.9,1.2,20120209,779050.4795,9585210.041,2.615113952,10000,100
CAU,T07,2,casca seca,Licania canescens,Chrysobalanaceae,43,O,S,2,FALSE,NA,18.53,32.61,5.2,5.5,4.4,5.4,20120209,779050.5577,9585206.698,1.880304214,10000,100
CAU,T07,6,tanibuca,Terminalia amazonia,Combretaceae,55,O,E,1,FALSE,NA,36.23,43.06,7,6.6,7.7,4,20120209,779053.4956,9585166.624,3.221240314,10000,100
CAU,T07,24,carapanauba,Aspidosperma excelsum,Apocynaceae,92.1,O,E,1,FALSE,NA,29.29,40.44,6,6.5,7,5.3,20120209,779052.6026,9585033.751,9.947684582,10000,100
CAU,T07,25,uxi,Endopleura uchi,Humiriaceae,74.7,O,E,1,FALSE,NA,27.36,42.22,13,8.3,13.6,8.5,20120209,779053.904,9585020.878,6.292505722,10000,100
CAU,T07,26,abiurana,Pouteria gongrijpii,Sapotaceae,42.3,O,S,2,FALSE,NA,21.13,35.91,3.2,2.9,5.9,3.5,20120209,779054.3374,9585019.455,1.814002309,10000,100
CAU,T07,27,louro,Ocotea canaliculata,Lauraceae,40.2,O,C,2,FALSE,NA,20.8,36.83,5.7,4.1,5.2,4.8,20120209,779057.7728,9585007.033,1.622819613,10000,100
CAU,T07,30,louro vermelho,Sextonia rubra,Lauraceae,87.6,O,E,1,FALSE,NA,30.34,50.14,10.3,9,11.6,6.9,20120209,779047.7423,9584992.057,8.915365468,10000,100
CAU,T07,34,matamata,Eschweilera parviflora,Lecythidaceae,38.9,O,S,1,FALSE,NA,18.12,29.42,3.1,3.9,3.2,2.6,20120209,779055.8292,9584966.443,1.510237796,10000,100
CAU,T07,37,matamata,Eschweilera amazonica,Lecythidaceae,36.7,O,C,1,FALSE,NA,10.65,20.33,2.3,1.8,1.8,0.7,20120209,779053.2852,9584959.021,1.32967696,10000,100
CAU,T07,40,joao-mole,Neea oppositifolia,Nyctaginaceae,55,O,E,1,FALSE,NA,25.59,41.59,5.6,4.9,4.6,4.6,20120209,779051.2656,9584903.325,3.221240314,10000,100
CAU,T07,42,tachi branco,Tachigali paniculata,Fabaceae,37.2,O,E,1,FALSE,NA,17.23,29,4.1,4,5.7,2.1,20120209,779048.3073,9584893.397,1.369619159,10000,100
CAU,T07,51,matamata,Eschweilera parviflora,Lecythidaceae,58.8,O,C,1,FALSE,NA,17.67,30.22,4.6,3.6,7.7,4,20120209,779048.6869,9584838.598,3.72805951,10000,100
CAU,T07,53,uxi,Endopleura uchi,Humiriaceae,89.8,O,E,1,FALSE,NA,28.68,39.47,7.9,7.5,5.1,6.3,20120209,779045.6656,9584830.101,9.412386757,10000,100
CAU,T07,60,barrote,Tetragastris altissima,Burseraceae,47,O,C,1,FALSE,NA,13.08,31.86,4.9,6.5,5,3,20120209,779038.5006,9584782.168,2.28410929,10000,100
CAU,T07,62,ucurana,Sloanea guianensis,Elaeocarpaceae,70,O,E,1,FALSE,NA,13.98,23.11,7.2,6.8,5.2,5.5,20120209,779048.1333,9584770.96,5.458788959,10000,100
CAU,T07,65,uxirana,Sacoglottis guianensis,Humiriaceae,42.5,O,C,1,FALSE,NA,12.07,15.27,1.6,1.8,11,0.9,20120209,779044.7886,9584757.707,1.832813918,10000,100
CAU,T07,67,mapatirana,Pourouma minor,Urticaceae,39.8,O,C,1,FALSE,NA,15.95,27.41,4.7,7.1,6.2,6.3,20120209,779042.4066,9584743,1.587710967,10000,100
CAU,T07,72,pau-jacare,Laetia procera,Salicaceae,64.2,O,E,1,FALSE,NA,29.35,37.16,3.8,3.8,4.1,3.3,20120209,779042.6655,9584714.408,4.517934311,10000,100
CAU,T07,73,caramuxi,Pouteria hispida,Sapotaceae,54.1,O,E,1,FALSE,NA,23.84,35.95,10,2.6,11,3.1,20120209,779046.6518,9584713.828,3.107071031,10000,100
CAU,T07,75,matamata,Eschweilera parviflora,Lecythidaceae,49.4,O,C,1,FALSE,NA,18.69,29.42,5.3,8,5.1,5.3,20120209,779051.0208,9584728.007,2.546966344,10000,100
CAU,T07,76,macaranduba,Manilkara huberi,Sapotaceae,82.2,O,E,1,FALSE,NA,36.88,45.73,8.3,9.6,7.2,7.8,20120209,779054.3532,9584740.784,7.757161963,10000,100
CAU,T07,77,piquia,Caryocar villosum,Caryocaraceae,150.7,O,C,1,FALSE,NA,24.01,36.63,14.3,7.5,7.4,9.5,20120209,779053.9744,9584753.181,29.20481922,10000,100
CAU,T07,92,matamata,Eschweilera amazonica,Lecythidaceae,49.5,O,C,1,FALSE,NA,15.96,29.26,5.7,2.2,3.8,3,20120209,779052.071,9584845.657,2.55825647,10000,100
CAU,T07,93,macucu,Licania guianensis,Chrysobalanaceae,37.8,O,C,1,FALSE,NA,30.34,43.68,0,1.8,0,5,20120209,779050.5062,9584854.749,1.418397983,10000,100
CAU,T07,94,inga,Inga marginata,Fabaceae,80,O,E,1,FALSE,NA,22.4,39.01,6.1,3.8,5.6,9.1,20120209,779057.4891,9584861.714,7.31028127,10000,100
CAU,T07,96,abiurana,Pouteria gongrijpii,Sapotaceae,35.8,O,S,1,FALSE,NA,8.77,16.51,1.6,1.2,1,3.2,20120209,779051.6321,9584890.452,1.259394793,10000,100
CAU,T07,106,jatereu,Lecythis idatimon,Lecythidaceae,40.5,O,S,1,FALSE,NA,32.68,37.78,4.7,2.5,2.8,5.7,20120209,779057.2747,9584958.732,1.649424832,10000,100
CAU,T07,107,guajara,Pouteria sp.,Sapotaceae,54.8,O,E,1,FALSE,NA,31.28,47.88,2.5,4.5,2.7,5.4,20120209,779057.4099,9584959.212,3.195676058,10000,100
CAU,T07,109,merauba,Mouriri collocarpa,Melastomataceae,41.2,O,S,1,FALSE,NA,22.3,33.41,2.3,0.78,1,0.6,20120209,779061.3298,9584973.159,1.712418101,10000,100
CAU,T07,113,muiratinga,Maquira coriacea,Moraceae,43.6,O,C,1,FALSE,NA,24.67,40.74,4.6,1.7,2.7,6.4,20120209,779058.5451,9584990.046,1.93816405,10000,100
CAU,T07,114,abiurana,Pouteria gongrijpii,Sapotaceae,47.9,O,C,1,FALSE,NA,25.16,43.02,6.1,5.1,3.5,3.7,20120209,779060.0031,9584996.32,2.380860595,10000,100
CAU,T07,115,carapanauba,Aspidosperma excelsum,Apocynaceae,91,O,E,1,FALSE,NA,30.22,46.63,4.5,6.5,5,9,20120209,779062.3345,9585000.813,9.689667505,10000,100
CAU,T07,119,casca seca,Licania canescens,Chrysobalanaceae,62.4,O,C,1,FALSE,NA,16.86,31.95,7.2,4.2,7,5.3,20120209,779059.7453,9585032.006,4.245486875,10000,100
CAU,T07,120,morta,NA,NA,82.1,O,NA,NA,TRUE,4,NA,9.7,NA,NA,NA,NA,20120209,779064.4094,9585042.151,7.736536757,10000,100
CAU,T07,121,anani,Symphonia globulifera,Clusiaceae,46.1,O,C,1,FALSE,NA,19.14,35,1.9,5.6,3.5,3,20120209,779060.2429,9585049.222,2.189532664,10000,100
CAU,T07,122,macaranduba,Manilkara huberi,Sapotaceae,87.8,O,E,1,FALSE,NA,29.06,43.14,8.9,2.2,8.1,6.1,20120209,779063.1639,9585052.635,8.959944869,10000,100
CAU,T07,125,inga,Inga marginata,Fabaceae,44.1,O,E,1,FALSE,NA,19.74,38.76,3.7,8.9,7.2,1.3,20120209,779057.7284,9585079.748,1.987108492,10000,100
CAU,T07,126,angelim amarelo,Hymenolobium heterocarpum,Fabaceae,55,O,E,1,FALSE,NA,15.98,30.07,4.1,5.2,4.1,7,20120209,779057.6837,9585081.658,3.221240314,10000,100
CAU,T07,132,seringueira,Hevea brasiliensis,Euphorbiaceae,64.6,O,E,1,FALSE,NA,20.7,32.29,5.4,3.8,5.1,4.5,20120209,779058.5247,9585105.572,4.579728786,10000,100
CAU,T07,133,matamata,Eschweilera parviflora,Lecythidaceae,35.5,O,S,2,FALSE,NA,14.12,29.14,2.8,5.3,2.9,3.7,20120209,779057.7908,9585111.29,1.236427142,10000,100
CAU,T07,142,parajuba,Manilkara bidentata,Sapotaceae,56.4,O,S,1,FALSE,NA,23.49,35.03,5.3,4.1,3.8,3.9,20120209,779056.9193,9585148.544,3.403291058,10000,100
CAU,T07,146,muirapiranga,Brosimum rubescens,Moraceae,46.1,O,E,1,FALSE,NA,25.29,39.96,4.1,3,1.6,4.8,20120209,779059.628,9585161.033,2.189532664,10000,100
CAU,T07,147,piquia,Caryocar villosum,Caryocaraceae,61.5,O,S,1,FALSE,NA,26.77,41.13,7.3,3.6,3.8,14.5,20120209,779056.4948,9585166.694,4.112705965,10000,100
CAU,T07,148,matamata,Eschweilera amazonica,Lecythidaceae,56.6,O,C,1,FALSE,NA,30.58,39.26,5,2.6,5.2,5.5,20120209,779056.3048,9585174.814,3.429742194,10000,100
CAU,T07,149,maracatiara,Astronium graveolens,Anacardiaceae,60.5,O,C,1,FALSE,NA,33.91,49.86,4.5,5.2,5,7.5,20120209,779055.4157,9585178.616,3.967853545,10000,100
CAU,T07,151,abiurana,Pouteria gongrijpii,Sapotaceae,36.6,O,C,1,FALSE,NA,15.87,24.74,2.1,1.7,2,4.2,20120209,779058.9465,9585190.168,1.321765472,10000,100
CAU,T07,153,copaiba,Copaifera reticulata,Fabaceae,42.3,O,C,2,FALSE,NA,17.01,24.65,7,3,2.8,1.2,20120209,779061.8005,9585196.447,1.814002309,10000,100
CAU,T07,154,casca seca,Licania canescens,Chrysobalanaceae,47.4,O,C,2,FALSE,NA,19.96,29.33,6,4,5.5,5,20120209,779063.8334,9585195.061,2.326840929,10000,100
CAU,T07,155,macucu,Licania guianensis,Chrysobalanaceae,39,O,C,2,FALSE,NA,24.08,36.76,4,3.8,3.1,3.7,20120209,779047.8378,9585194.687,1.518742104,10000,100
CAU,T07,156,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,35.5,O,C,2,FALSE,NA,15.89,21.04,6,2.8,0,10.4,20120209,779058.9689,9585189.213,1.236427142,10000,100
CAU,T07,157,matamata preto,Eschweilera ovata,Lecythidaceae,43,O,C,2,FALSE,NA,15.84,20.98,6.6,2.7,0,10.1,20120209,779060.4684,9585189.248,1.880304214,10000,100
CAU,T07,158,abiurana branca,Pouteria guianensis,Sapotaceae,35.7,O,C,2,FALSE,NA,14.67,29.44,5,4.4,3.2,5.5,20120209,779046.2099,9585157.374,1.251713413,10000,100
CAU,T07,159,jatereu,Lecythis idatimon,Lecythidaceae,43,O,C,2,FALSE,NA,18.5,32.1,4.4,4.3,3.2,5.8,20120209,779061.918,9585148.661,1.880304214,10000,100
CAU,T07,160,morta,NA,NA,36.3,O,NA,NA,TRUE,4,NA,4.41,NA,NA,NA,NA,20120209,779065.7662,9585112.432,1.298184678,10000,100
CAU,T07,161,caramuxi,Pouteria hispida,Sapotaceae,40.5,O,C,2,FALSE,NA,19.15,31.11,3.6,3,0,3.6,20120209,779064.8224,9585110.02,1.649424832,10000,100
CAU,T07,162,manguerana,Tovomita sp.,Clusiaceae,39.6,O,S,2,FALSE,NA,18.45,35.7,2.6,5.6,2,2.1,20120209,779065.1911,9585094.259,1.570312845,10000,100
