codigo,transecto,arv,nome.comum,nome.cient,familia,dap,tipo,pos.copa,luminosidade,morta,decomp,Hcom,Htot,raio.n,raio.s,raio.l,raio.o,data,utm.lest,utm.norte,vol,trans.area,sub.area
CAU,T11,125,muirapiranga,Brosimum rubescens,Moraceae,94.5,O,E,1,FALSE,NA,27.77,44.58,5.1,3.2,3,7.2,20120203,779434.3439,9584155.322,10.5234313,10000,100
CAU,T11,128,parajuba,Manilkara bidentata,Sapotaceae,42.1,O,S,2,FALSE,NA,24.01,40.81,2.5,3.9,2.7,4.5,20120203,779423.4969,9584153.806,1.795295996,10000,100
CAU,T11,130,angelim vermelho,Dinizia excelsa,Fabaceae,83,O,E,1,FALSE,NA,34.5,57.02,5,5.3,7.7,6.9,20120203,779418.6184,9584154.872,7.92323731,10000,100
CAU,T11,134,morta,NA,NA,38.5,O,NA,NA,TRUE,3,NA,3.61,NA,NA,NA,NA,20120203,779383.6982,9584155.109,1.476479581,10000,100
CAU,T11,136,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,46.1,O,E,1,FALSE,NA,15.59,28.12,2.9,4.7,3,11,20120203,779381.3664,9584151.744,2.189532664,10000,100
CAU,T11,138,matamata branco,Eschweilera coriacea,Lecythidaceae,39.6,O,S,2,FALSE,NA,8.77,12.71,1.5,1.3,1,4.5,20120203,779365.3213,9584153.302,1.570312845,10000,100
CAU,T11,140,seringueira,Hevea brasiliensis,Euphorbiaceae,40.7,O,E,1,FALSE,NA,14.58,22.54,2.1,2.9,2,4,20120203,779356.0599,9584155.047,1.667292177,10000,100
CAU,T11,157,ingarana,Inga sp.,Fabaceae,40,O,S,1,FALSE,NA,14.74,26.93,2.2,2.3,2.2,7.8,20120203,779275.2541,9584148.716,1.605213191,10000,100
CAU,T11,158,ingarana,Inga sp.,Fabaceae,35.7,O,S,1,FALSE,NA,13.61,25.63,2.2,2.7,1.7,5.1,20120203,779274.7668,9584148.803,1.251713413,10000,100
CAU,T11,164,piquiarana,Caryocar glabrum,Caryocaraceae,95,O,E,1,FALSE,NA,23.94,40.47,5,8,2.7,10.5,20120203,779251.0242,9584148.148,10.64559405,10000,100
CAU,T11,168,cupiuba,Goupia glabra,Goupiaceae,57.4,O,E,1,FALSE,NA,18.61,29.18,4,3.2,2.1,12.5,20120203,779233.085,9584148.053,3.536659405,10000,100
CAU,T11,170,matamata preto,Eschweilera ovata,Lecythidaceae,59.4,O,C,2,FALSE,NA,25.42,37.35,2.6,2.6,4.7,3.1,20120203,779233.3194,9584139.556,3.811766542,10000,100
CAU,T11,171,tachi vermelho,Tachigali paniculata,Fabaceae,43.5,O,C,2,FALSE,NA,23.86,30.95,3.2,5.6,5.1,1.3,20120203,779246.928,9584138.431,1.928454627,10000,100
CAU,T11,172,jatereu,Lecythis idatimon,Lecythidaceae,40,O,S,2,FALSE,NA,20.55,29.09,1.5,2.3,2.1,1,20120203,779246.877,9584157.857,1.605213191,10000,100
CAU,T11,173,parajuba,Manilkara bidentata,Sapotaceae,36,O,C,2,FALSE,NA,18.02,27.02,2.1,2.6,2.8,2.5,20120203,779271.9726,9584144.624,1.27483411,10000,100
CAU,T11,174,inga branco,Inga thibaudiana,Fabaceae,47.7,O,C,2,FALSE,NA,20.63,31.85,8.8,0.8,3.5,3.1,20120203,779292.7115,9584148.698,2.359171972,10000,100
CAU,T11,175,matamata branco,Eschweilera coriacea,Lecythidaceae,39,O,C,2,FALSE,NA,22.75,33.43,2.7,2,5.5,3.2,20120203,779295.2583,9584144.266,1.518742104,10000,100
CAU,T11,176,ucuuba,Virola michelii,Myristicaceae,44.9,O,C,2,FALSE,NA,18.63,29.4,1.8,2.2,1.9,1.7,20120203,779339.9191,9584142.497,2.066799733,10000,100
CAU,T11,177,mapatirana,Pourouma minor,Urticaceae,45.1,O,C,2,FALSE,NA,23.05,32.63,5.9,4.1,10.1,0,20120203,779399.5612,9584160.149,2.086988513,10000,100
CAU,T11,178,jutai-pororoca,Dialium guianense,Fabaceae,41.9,O,C,2,FALSE,NA,13.61,28.03,5.8,4.1,2.8,6.5,20120203,779412.5124,9584147.701,1.776694885,10000,100
CAU,T11,179,matamata preto,Eschweilera ovata,Lecythidaceae,66.7,O,C,2,FALSE,NA,24.16,35.83,2.3,3.2,10.4,3.4,20120203,779431.0311,9584145.076,4.911641862,10000,100
CAU,T11,180,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,O,C,2,FALSE,NA,20.73,26.29,2.4,3.4,2.5,1.8,20120203,779455.6998,9584148.746,1.21368876,10000,100
CAU,T11,181,timborana,Pseudopiptadenia suaveolens,Fabaceae,39.4,O,C,2,FALSE,NA,12.29,22.08,3.7,3.5,4.2,2.1,20120203,779488.7307,9584150.474,1.553018727,10000,100
CAU,T11,182,breu vermelho,Protium hebetatum,Burseraceae,58.9,O,C,2,FALSE,NA,23.12,35.39,5.8,3.2,10.5,10.2,20120203,779503.1687,9584167.284,3.741940637,10000,100
CAU,T11,183,matamata preto,Eschweilera ovata,Lecythidaceae,46.4,O,C,2,FALSE,NA,22.48,38.46,2.3,1.8,5,5.8,20120203,779523.9887,9584150.741,2.220817057,10000,100
CAU,T11,184,caramuxi,Pouteria hispida,Sapotaceae,41.2,O,C,2,FALSE,NA,15.98,28.7,3.7,3.6,2.1,3.7,20120203,779552.2883,9584164.867,1.712418101,10000,100
CAU,T11,185,morta,NA,NA,40.6,O,NA,NA,TRUE,1,NA,14.5,NA,NA,NA,NA,20120203,779567.5342,9584155.201,1.658345443,10000,100
CAU,T11,186,matamata branco,Eschweilera coriacea,Lecythidaceae,36.5,O,C,2,FALSE,NA,18.52,27.94,4.8,4,5.2,4.3,20120203,779589.1031,9584166.679,1.313879604,10000,100
CAU,T11,187,breu barrote,Tetragastris panamensis,Burseraceae,45.6,O,C,2,FALSE,NA,19.31,27.02,7.4,1.8,4.1,2.7,20120203,779632.5715,9584152.633,2.137926883,10000,100
CAU,T11,188,abiurana,Pouteria gongrijpii,Sapotaceae,37.9,O,C,2,FALSE,NA,16.86,26.98,1,0,4,0,20120203,779634.0035,9584153.665,1.426617926,10000,100
CAU,T11,189,parajuba,Manilkara bidentata,Sapotaceae,57.5,O,S,2,FALSE,NA,21.89,30.32,5.2,6.3,1.1,1.3,20120203,779645.2507,9584171.417,3.550149382,10000,100
CAU,T11,190,mapatirana,Pourouma minor,Urticaceae,35,O,C,2,FALSE,NA,10.82,22.58,5.2,5.2,4.1,1.2,20120203,779648.0266,9584155.474,1.198657031,10000,100
CAU,T11,191,breu barrote,Tetragastris panamensis,Burseraceae,42.2,O,S,2,FALSE,NA,22.39,33.21,4.7,3.7,6.1,3.7,20120203,779665.674,9584168.867,1.804635997,10000,100
CAU,T11,192,breu barrote,Tetragastris panamensis,Burseraceae,42.2,O,S,2,FALSE,NA,19.15,28.55,3.8,4.1,2.2,3.2,20120203,779667.5907,9584169.909,1.804635997,10000,100
CAU,T11,193,fava-saboeiro,Abarema cochleata,Fabaceae,48.7,O,C,2,FALSE,NA,21.22,30.04,4,2.9,1.4,3.3,20120203,779681.1512,9584170.708,2.468693667,10000,100
CAU,T11,194,matamata branco,Eschweilera coriacea,Lecythidaceae,38.2,O,C,2,FALSE,NA,22.62,30.93,3,2.7,1.9,1.7,20120203,779694.5684,9584156,1.451432535,10000,100
CAU,T11,195,iperana,Eperua bijuga,Fabaceae,41.7,O,C,2,FALSE,NA,11.24,15.81,3.7,2.5,2.1,1.5,20120203,779720.2462,9584157.066,1.758198881,10000,100
CAU,T12,1,jarana,Lecythis lurida,Lecythidaceae,55.9,O,E,1,FALSE,NA,17.6,34.04,3.5,2.5,4.4,8,20120309,778933.1757,9586598.046,3.337649207,10000,100
CAU,T12,4,matamata branco,Eschweilera coriacea,Lecythidaceae,50,O,C ,1,FALSE,NA,14.56,23.79,1.1,8.2,2.1,1.2,20120309,778946.0965,9586611.966,2.615113952,10000,100
CAU,T12,6,matamata branco,Eschweilera coriacea,Lecythidaceae,57.9,O,C,1,FALSE,NA,22.74,38.78,3.2,7.4,2.9,5.2,20120309,778935.9822,9586631.961,3.604388189,10000,100
CAU,T12,7,casca seca,Licania canescens,Chrysobalanaceae,41.8,O,C,1,FALSE,NA,23.59,33.1,4.3,3.2,4.2,3.4,20120309,778944.9793,9586632.49,1.76743375,10000,100
CAU,T12,8,matamata branco,Eschweilera coriacea,Lecythidaceae,46.5,O,C,1,FALSE,NA,24,31.69,3.8,1.5,5.3,3.7,20120309,778941.9658,9586634.86,2.231298741,10000,100
CAU,T12,10,anani,Symphonia globulifera,Clusiaceae,53.3,O,E,1,FALSE,NA,27.26,37.92,4.7,1,2.9,4.1,20120309,778936.2923,9586647.719,3.007461809,10000,100
CAU,T12,11,axixa,Sterculia pruriens,Malvaceae,47.6,O,C,2,FALSE,NA,19.97,28.24,3,5.1,5.2,3.5,20120309,778944.4894,9586648.243,2.348368049,10000,100
CAU,T12,16,tauari,Couratari stellata,Lecythidaceae,60,O,E,1,FALSE,NA,31.23,39.16,7.4,6.1,8.2,5,20120309,778947.9987,9586681.685,3.896483398,10000,100
CAU,T12,18,matamata branco,Eschweilera coriacea,Lecythidaceae,43.4,O,E,1,FALSE,NA,23.06,33.64,5,7.7,5,3.1,20120309,778947.2496,9586690.275,1.918771666,10000,100
CAU,T12,19,breu barrote,Tetragastris panamensis,Burseraceae,50.6,O,C,1,FALSE,NA,20.97,31.82,4,2.9,6.2,2.3,20120309,778943.6442,9586691.209,2.684239344,10000,100
CAU,T12,22,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,52.3,O,E,1,FALSE,NA,28.01,38.48,6,2.5,1.8,2.8,20120309,778930.9273,9586711.667,2.885423575,10000,100
CAU,T12,23,abiurana,Pouteria gongrijpii,Sapotaceae,45,O,E,1,FALSE,NA,30.28,40.18,6,1.4,4.5,3.5,20120309,778931.5273,9586711.67,2.076880808,10000,100
CAU,T12,26,mato,NA,NA,51.7,O,C,1,FALSE,NA,19.93,26.76,4.3,4.5,10,6.7,20120309,778947.7862,9586718.925,2.813515994,10000,100
CAU,T12,27,matamata branco,Eschweilera coriacea,Lecythidaceae,58.5,O,C,1,FALSE,NA,19.41,28.66,4,3.3,9,5.9,20120309,778930.4674,9586722.168,3.686584081,10000,100
CAU,T12,28,casca seca,Licania canescens,Chrysobalanaceae,53.7,O,C,1,FALSE,NA,25.9,34.93,6.1,5,4.5,4.7,20120309,778947.0589,9586723.695,3.057046211,10000,100
CAU,T12,31,caramuxi,Pouteria hispida,Sapotaceae,40,O,C,1,FALSE,NA,20.21,33.09,5.8,4.5,5.9,4.5,20120309,778945.9045,9586733.238,1.605213191,10000,100
CAU,T12,32,uxi,Endopleura uchi,Humiriaceae,38,O,C,1,FALSE,NA,22.31,32.12,3,2.1,5.1,3.4,20120309,778943.3663,9586739.908,1.434863657,10000,100
CAU,T12,34,tachi branco,Tachigali paniculata,Fabaceae,60,O,E,1,FALSE,NA,19.51,30.11,0,6.2,5.7,3.5,20120309,778939.3255,9586747.047,3.896483398,10000,100
CAU,T12,37,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,81.3,O,C,1,FALSE,NA,28.36,42.49,4.1,5.8,4.7,4,20120309,778940.0858,9586789.067,7.572607425,10000,100
CAU,T12,41,jarana,Lecythis lurida,Lecythidaceae,86,O,E,1,FALSE,NA,29.07,39.82,9.4,6,6.1,6.7,20120309,778933.6323,9586804.377,8.563069851,10000,100
CAU,T12,44,uxirana,Sacoglottis guianensis,Humiriaceae,56.1,O,C,1,FALSE,NA,15.92,22.61,4.6,5.5,3.7,4,20120309,778947.9816,9586816.773,3.363822682,10000,100
CAU,T12,45,abiurana,Pouteria gongrijpii,Sapotaceae,35.2,O,C,1,FALSE,NA,16.06,21.57,2.4,2.6,3.8,2.2,20120309,778933.8961,9586826.427,1.21368876,10000,100
CAU,T12,46,uxirana,Sacoglottis guianensis,Humiriaceae,40.6,O,C,1,FALSE,NA,20.32,34.74,5.2,4.8,7,3.6,20120309,778944.5975,9586834.836,1.658345443,10000,100
CAU,T12,48,matamata branco,Eschweilera coriacea,Lecythidaceae,35.3,O,C,2,FALSE,NA,18.3,25.6,4.4,4.2,5.7,1.4,20120309,778937.888,9586850.803,1.221242769,10000,100
CAU,T12,49,macaranduba,Manilkara huberi,Sapotaceae,38.3,O,C,2,FALSE,NA,18.74,29.07,3,4.5,2.9,5.3,20120309,778941.8615,9586856.921,1.459755707,10000,100
CAU,T12,50,jatereu,Lecythis idatimon,Lecythidaceae,48.5,O,C,2,FALSE,NA,24.09,39.78,5.4,4.1,6.2,6.8,20120309,778933.282,9586858.684,2.446573445,10000,100
CAU,T12,51,caramuxi,Pouteria hispida,Sapotaceae,70.8,O,C,1,FALSE,NA,21.34,32.35,5.4,4.2,6.8,3.5,20120309,778938.8071,9586860.752,5.596163893,10000,100
CAU,T12,52,morta,NA,NA,48.5,O,NA,NA,TRUE,1,NA,36.16,NA,NA,NA,NA,20120309,778944.9407,9586863.524,2.446573445,10000,100
CAU,T12,53,matamata branco,Eschweilera coriacea,Lecythidaceae,35.5,O,S,2,FALSE,NA,24.3,33.66,4.5,2.4,2.5,3,20120309,778942.9579,9586864.97,1.236427142,10000,100
CAU,T12,54,matamata branco,Eschweilera coriacea,Lecythidaceae,51.3,O,S,2,FALSE,NA,16.87,32.21,8,2.6,3.1,9,20120309,778932.4012,9586868.653,2.766124362,10000,100
CAU,T12,55,parajuba,Manilkara bidentata,Sapotaceae,79.2,O,E,1,FALSE,NA,29.74,42.83,7,5,7.3,4,20120309,778937.8831,9586875.464,7.151342046,10000,100
CAU,T12,56,morta,NA,NA,54.4,O,NA,NA,TRUE,1,NA,29.49,NA,NA,NA,NA,20120309,778945.1904,9586884.388,3.144879038,10000,100
CAU,T12,57,maracatiara,Astronium graveolens,Anacardiaceae,99.6,O,E,1,FALSE,NA,30.34,51.89,8.4,12.2,6.8,7,20120309,778939.3579,9586897.584,11.80551334,10000,100
CAU,T12,59,casca seca,Licania canescens,Chrysobalanaceae,49,O,C,1,FALSE,NA,33.5,37.17,4.2,6,4.1,4.4,20120309,778948.4642,9586905.531,2.50207673,10000,100
CAU,T12,60,abiurana,Pouteria gongrijpii,Sapotaceae,41,O,S,2,FALSE,NA,20.94,34.61,0.3,0.5,0.9,0.8,20120309,778945.6659,9586920.755,1.694289232,10000,100
CAU,T12,63,casca seca,Licania canescens,Chrysobalanaceae,43.5,O,C,1,FALSE,NA,17.85,27.45,5.9,2.5,3.5,3.9,20120309,778932.8748,9586936.587,1.928454627,10000,100
CAU,T12,65,matamata branco,Eschweilera coriacea,Lecythidaceae,54.8,O,C,1,FALSE,NA,23.2,35.8,9.5,3.1,4.7,3.4,20120309,778935.8934,9586937.97,3.195676058,10000,100
CAU,T12,66,macucu,Licania guianensis,Chrysobalanaceae,35.9,O,C,2,FALSE,NA,17.79,27.44,3.2,3.5,1.7,1.9,20120309,778939.7309,9586940.767,1.267101688,10000,100
CAU,T12,69,casca seca,Licania canescens,Chrysobalanaceae,36.5,O,C,2,FALSE,NA,26.97,31.08,9.4,2.5,5.1,5.2,20120309,778940.2882,9586952.624,1.313879604,10000,100
CAU,T12,70,abiurana,Pouteria gongrijpii,Sapotaceae,100.7,O,E,1,FALSE,NA,27.06,44.73,4.1,3.3,3.5,5.3,20120309,778937.1326,9586955.988,12.09255101,10000,100
CAU,T12,72,morta,NA,NA,38,O,NA,NA,TRUE,2,NA,6.2,NA,NA,NA,NA,20120309,778940.4267,9586963.064,1.434863657,10000,100
CAU,T12,73,matamata branco,Eschweilera coriacea,Lecythidaceae,39,O,S,2,FALSE,NA,22.53,35.62,1.8,1.9,1.7,2.1,20120309,778937.227,9586963.106,1.518742104,10000,100
CAU,T12,74,tanibuca,Terminalia amazonia,Combretaceae,55.1,O,C,2,FALSE,NA,23.43,37.26,5,3.9,5.1,6.8,20120309,778937.3025,9586968.8,3.234063912,10000,100
CAU,T12,75,macaranduba,Manilkara huberi,Sapotaceae,42.7,O,E,1,FALSE,NA,24.21,37.36,1.7,5,8.2,1.8,20120309,778948.3205,9586970.078,1.851730914,10000,100
CAU,T12,76,matamata preto,Eschweilera ovata,Lecythidaceae,58.2,O,C,1,FALSE,NA,15.91,33.31,3.7,5,6,7.2,20120309,778944.4467,9586979.621,3.645360388,10000,100
CAU,T12,78,casca seca,Licania canescens,Chrysobalanaceae,36.9,O,C,2,FALSE,NA,21.85,30.02,3.2,3.1,0.6,8.8,20120309,778937.611,9586992.051,1.345576848,10000,100
CAU,T12,79,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,O,S,2,FALSE,NA,18.43,33.96,2.3,2.4,2.7,1.8,20120309,778942.6232,9586992.934,1.290375592,10000,100
CAU,T12,80,murure,Brosimum acutifolium,Moraceae,35,O,S,2,FALSE,NA,23.97,33.35,2.3,0.3,0,4.2,20120309,778940.5178,9587000.081,1.198657031,10000,100
CAU,T12,81,sucupira tento,Ormosia nobilis,Fabaceae,47.3,O,E,1,FALSE,NA,25.16,37.51,0,1.8,2.3,3.5,20120309,778939.1179,9587000.099,2.31611771,10000,100
CAU,T12,82,matamata branco,Eschweilera coriacea,Lecythidaceae,35.2,O,S,2,FALSE,NA,20.53,30.59,3,1.8,3.2,3.3,20120309,778937.7558,9587002.965,1.21368876,10000,100
CAU,T12,83,cajuacu,Anacardium spruceanum,Anacardiaceae,68.6,O,E,1,FALSE,NA,21.05,32.65,8.9,0,0,5.3,20120309,778940.9681,9587003.871,5.222835058,10000,100
CAU,T12,84,envira-surucucu,Duguetia surinamensis,Annonaceae,35.5,O,S,2,FALSE,NA,21.71,31.26,4.1,2.5,5.8,1.8,20120309,778938.3006,9587013.873,1.236427142,10000,100
CAU,T12,89,matamata preto,Eschweilera ovata,Lecythidaceae,42.7,O,S,2,FALSE,NA,20.15,28.76,2.3,5.8,3.5,5.3,20120309,778945.177,9587034.664,1.851730914,10000,100
CAU,T12,90,macaranduba,Manilkara huberi,Sapotaceae,66.4,O,C,2,FALSE,NA,21.18,32.86,5.2,3.6,2.6,8.2,20120309,778940.0467,9587039.953,4.863453477,10000,100
CAU,T12,93,tachi preto,Tachigali myrmecophila,Fabaceae,70,O,E,1,FALSE,NA,20.56,33.95,1.5,6,5.7,3.9,20120309,778945.2966,9587043.68,5.458788959,10000,100
CAU,T12,95,jutai,Hymenaea parvifolia,Fabaceae,37.6,O,C,2,FALSE,NA,19.57,30.2,2.8,3.2,1.7,2.4,20120309,778947.0672,9587064.064,1.40203541,10000,100
CAU,T12,96,matamata branco,Eschweilera coriacea,Lecythidaceae,46.2,O,C,2,FALSE,NA,13.23,25.98,4,1.9,2.7,3,20120309,778945.7862,9587065.504,2.199934029,10000,100
CAU,T12,98,maracatiara,Astronium graveolens,Anacardiaceae,48.5,O,E,1,FALSE,NA,21.41,31.92,3,3,3.7,2.7,20120309,778947.2931,9587073.553,2.446573445,10000,100
CAU,T12,101,tachirana,Stryphnodendron paniculatum,Fabaceae,44.7,O,S,1,FALSE,NA,16.93,25.12,5.2,3.5,4.1,2.3,20120309,778947.4694,9587086.839,2.04671743,10000,100
CAU,T13,1,matamata branco,Eschweilera coriacea,Lecythidaceae,36.4,O,S,2,FALSE,NA,21.73,30.13,3.1,3.2,2.6,2.4,20120326,779078.6394,9586254.766,1.306019344,10000,100
CAU,T13,2,lacre-da-mata,Vismia floribunda,Hypericaceae,58,O,E,1,FALSE,NA,19.4,39.08,1.4,3.5,2.4,7.4,20120326,779074.5276,9586267.126,3.618017659,10000,100
CAU,T13,3,matamata branco,Eschweilera coriacea,Lecythidaceae,37.9,O,C,2,FALSE,NA,11.59,17.37,3.4,4.8,3.2,3,20120326,779067.3069,9586261.928,1.426617926,10000,100
CAU,T13,5,casca seca,Licania canescens,Chrysobalanaceae,37.1,O,C,2,FALSE,NA,23.34,31.35,1.9,4,1.7,3.8,20120326,779062.4222,9586253.497,1.361579374,10000,100
CAU,T13,8,morta,NA,NA,42,O,NA,NA,TRUE,4,NA,4.63,NA,NA,NA,NA,20120326,779055.3754,9586260.498,1.785982296,10000,100
CAU,T13,9,abiu rosadinho,Pouteria reticulata,Sapotaceae,37.9,O,S,1,FALSE,NA,23.68,32.44,4.2,2.3,2.8,4.5,20120326,779052.6185,9586267.638,1.426617926,10000,100
CAU,T13,11,casca seca,Licania canescens,Chrysobalanaceae,65,O,C,1,FALSE,NA,17.29,37.26,6.5,5.8,5.3,4.4,20120326,779044.2625,9586249.656,4.641979177,10000,100
CAU,T13,13,parajuba,Manilkara bidentata,Sapotaceae,51.7,O,E,1,FALSE,NA,18.16,35.63,3.8,4.3,4.3,5.2,20120326,779038.1071,9586252.344,2.813515994,10000,100
CAU,T13,14,guajara branco,Pouteria sp.,Sapotaceae,58.7,O,E,1,FALSE,NA,25.48,39.71,4.8,5.3,4.6,3.7,20120326,779036.8206,9586262.363,3.714206382,10000,100
CAU,T13,15,seringarana,Micrandra minor,Euphorbiaceae,66,O,C,1,FALSE,NA,23.2,39.68,5.8,2,4.6,3.2,20120326,779030.6424,9586263.451,4.799603244,10000,100
CAU,T13,16,macucu,Licania guianensis,Chrysobalanaceae,53.4,O,C,1,FALSE,NA,24.16,38.02,10.5,2.1,5.3,4.2,20120326,779029.7082,9586264.765,3.019816654,10000,100
CAU,T13,17,abiurana branca,Pouteria guianensis,Sapotaceae,45.5,O,C,1,FALSE,NA,17.77,31.8,4.8,2.5,4,3.6,20120326,779024.4527,9586263.74,2.12768586,10000,100
CAU,T13,18,abiurana branca,Pouteria guianensis,Sapotaceae,35,O,C,1,FALSE,NA,19.41,29.65,3.2,3,4.3,2.8,20120326,779022.4889,9586259.667,1.198657031,10000,100
CAU,T13,19,jatereu,Lecythis idatimon,Lecythidaceae,37.1,O,S,2,FALSE,NA,22.6,30.85,2.5,2.7,3.3,2.8,20120326,779020.4965,9586253.595,1.361579374,10000,100
CAU,T13,21,jatereu,Lecythis idatimon,Lecythidaceae,36.2,O,C,2,FALSE,NA,18.13,32.02,2.5,4.7,4.5,3.7,20120326,779009.6118,9586258.751,1.290375592,10000,100
CAU,T13,23,papuda,NA,NA,48,O,E,1,FALSE,NA,16.83,33.63,3.4,2.5,3.3,4.2,20120326,779004.7628,9586252.819,2.391745317,10000,100
CAU,T13,24,abiurana,Pouteria gongrijpii,Sapotaceae,48.1,O,C,2,FALSE,NA,19.63,33.58,5.6,3.6,3.7,4,20120326,779001.665,9586269.465,2.402656992,10000,100
CAU,T13,26,abiurana branca,Pouteria guianensis,Sapotaceae,45.8,O,S,2,FALSE,NA,23.41,29.84,3,3.2,5.3,3.5,20120326,778990.7136,9586269.941,2.158489029,10000,100
CAU,T13,28,guajara peludo,Pouteria sp.,Sapotaceae,53.2,O,E,1,FALSE,NA,23.88,39.02,3.5,4.3,3.5,2.6,20120326,778987.6285,9586254.064,2.995134451,10000,100
CAU,T13,29,morta,NA,NA,55,O,NA,NA,TRUE,1,NA,30.52,NA,NA,NA,NA,20120326,778986.3421,9586264.083,3.221240314,10000,100
CAU,T13,30,fava vermelha,Stryphnodendron pulcherrimum,Fabaceae,65.8,O,E,1,FALSE,NA,27.12,44.33,3.8,6.3,2.5,6.7,20120326,778981.5672,9586263.351,4.767849816,10000,100
CAU,T13,31,abiurana branca,Pouteria guianensis,Sapotaceae,35.3,O,S,2,FALSE,NA,22.3,34.66,4,2.8,3.3,3.7,20120326,778981.1593,9586268.157,1.221242769,10000,100
CAU,T13,32,matamata branco,Eschweilera coriacea,Lecythidaceae,40,O,S,2,FALSE,NA,22.99,34.78,3,4.3,3.2,3.3,20120326,778980.9711,9586254.959,1.605213191,10000,100
CAU,T13,33,casca seca,Licania canescens,Chrysobalanaceae,39.3,O,S,2,FALSE,NA,23.06,38.69,3.2,5.8,3,4.5,20120326,778976.3388,9586264.226,1.544410638,10000,100
CAU,T13,34,matamata branco,Eschweilera coriacea,Lecythidaceae,45,O,C,2,FALSE,NA,21.9,32.02,3.8,3.2,3.4,3.7,20120326,778967.3195,9586266.555,2.076880808,10000,100
CAU,T13,39,caramuxi,Pouteria hispida,Sapotaceae,48.9,O,E,1,FALSE,NA,26.65,36.22,3.2,3.5,2.8,3.3,20120326,778946.8737,9586269.446,2.490921998,10000,100
CAU,T13,40,matamata preto,Eschweilera ovata,Lecythidaceae,42,O,E,1,FALSE,NA,25.43,36.17,3.3,4.7,3.5,3.8,20120326,778942.0988,9586268.714,1.785982296,10000,100
CAU,T13,42,matamata branco,Eschweilera coriacea,Lecythidaceae,35,O,C,2,FALSE,NA,24.14,37.39,3.7,3.2,3.2,3.7,20120326,778938.1896,9586261.869,1.198657031,10000,100
CAU,T13,43,casca seca,Licania canescens,Chrysobalanaceae,47.5,O,C,1,FALSE,NA,28.6,35.02,2.7,4.2,3,3.7,20120326,778937.1785,9586257.783,2.337591039,10000,100
CAU,T13,44,macucu,Licania guianensis,Chrysobalanaceae,52.8,O,C,2,FALSE,NA,20.75,34.49,4.8,4.5,4,5.2,20120326,778934.4487,9586266.823,2.946099703,10000,100
CAU,T13,48,matamata branco,Eschweilera coriacea,Lecythidaceae,36.8,O,C,2,FALSE,NA,18.81,28.43,2,3.2,2.3,2.8,20120326,778921.9211,9586257.001,1.337614081,10000,100
CAU,T13,49,guajara-bolacha,Pouteria oppositifolia,Sapotaceae,45.9,O,E,1,FALSE,NA,20.98,31.76,3,3.6,2.8,2.6,20120326,778917.7709,9586266.661,2.168810175,10000,100
CAU,T13,51,breu barrote,Tetragastris panamensis,Burseraceae,37,O,S,2,FALSE,NA,20.71,25.05,2.7,2,1.8,6.8,20120326,778906.2159,9586258.225,1.353565275,10000,100
CAU,T13,55,matamata preto,Eschweilera ovata,Lecythidaceae,35.4,O,S,1,FALSE,NA,27.86,41.93,2.7,2,1.6,2.8,20120326,778875.8042,9586270.436,1.228822225,10000,100
CAU,T13,56,uxirana,Sacoglottis guianensis,Humiriaceae,48.1,O,S,1,FALSE,NA,27.39,40.3,6.3,1.4,2.6,3.4,20120326,778875.0076,9586267.425,2.402656992,10000,100
CAU,T13,59,louro vermelho,Sextonia rubra,Lauraceae,80.5,O,C,2,FALSE,NA,30.71,34.23,2.3,5.3,3.5,6.4,20120326,778867.6952,9586251.733,7.410581951,10000,100
CAU,T13,60,timborana,Pseudopiptadenia suaveolens,Fabaceae,38.7,O,E,1,FALSE,NA,21.07,29,2.4,3.4,4.3,2.2,20120326,778860.3984,9586268.243,1.49330691,10000,100
CAU,T13,61,castanha-sapucaia,Lecythis pisonis,Lecythidaceae,47,O,E,1,FALSE,NA,20.71,28.5,3.2,1.5,3.4,1.8,20120326,778859.5643,9586268.233,2.28410929,10000,100
CAU,T13,62,abiurana,Pouteria gongrijpii,Sapotaceae,36.2,O,E,1,FALSE,NA,16.45,28.5,4.4,2.5,2.8,4,20120326,778859.5606,9586268.533,1.290375592,10000,100
CAU,T13,63,jatereu,Lecythis idatimon,Lecythidaceae,37.2,O,C,2,FALSE,NA,20.29,27.25,3.3,3.4,5.4,6.3,20120326,778845.6967,9586259.759,1.369619159,10000,100
CAU,T13,64,matamata preto,Eschweilera ovata,Lecythidaceae,64.9,O,C,2,FALSE,NA,14.82,40.65,3.2,4.5,4.7,4,20120326,778844.222,9586260.941,4.626373808,10000,100
CAU,T13,65,breu barrote,Tetragastris panamensis,Burseraceae,37.8,O,S,2,FALSE,NA,17.8,21.58,2.7,4.2,1.2,3.2,20120326,778837.8189,9586255.961,1.418397983,10000,100
CAU,T13,66,abiurana,Pouteria gongrijpii,Sapotaceae,37.5,O,C,1,FALSE,NA,20.08,29.61,3.4,4,4.6,1.8,20120326,778837.6992,9586265.56,1.393892755,10000,100
